Name: Barclay-Kingston | Temperature: -273.1
Name: Plover | Temperature: -12.9
Name: Ocean City | Temperature: 2.6
Name: Neosho | Temperature: -0.7
Name: Oakdale | Temperature: -13.7
Name: Oakley | Temperature: 12.7
Name: North Las Vegas | Temperature: 11.3
Name: North Massapequa | Temperature: 0.9
Name: Oswego | Temperature: -1.9
Name: Ogden | Temperature: -2.4
Name: Ottawa | Temperature: -9.0
Name: Norton | Temperature: 18.3
Name: McAlester | Temperature: 4.0
Name: Natchez | Temperature: 13.5
Name: Parkland | Temperature: 2.4
Name: Northglenn | Temperature: -4.1
Name: Norwell | Temperature: -0.6
Name: Ridgefield | Temperature: 1.9
Name: Oviedo | Temperature: 12.0
Name: Pembroke Park | Temperature: 18.0
Name: Perinton | Temperature: -273.1
Name: Port Charlotte | Temperature: 11.9
Name: Sturgeon Bay | Temperature: -9.3
Name: Penn Hills | Temperature: -273.1
Name: Okemos | Temperature: -5.3
Name: North Wantagh | Temperature: 1.3
Name: Lyndon | Temperature: 4.5
Name: Placerville | Temperature: 9.6
Name: Marshall | Temperature: 6.8
Name: Oakland Park | Temperature: 19.1
Name: Opal Cliffs | Temperature: 13.0
Name: Pleasant Prairie | Temperature: -4.3
Name: North Plainfield | Temperature: -0.7
Name: New Haven | Temperature: -273.1
Name: Orangeburg | Temperature: 7.8
Name: Peachtree City | Temperature: 10.9
Name: South Gate | Temperature: 17.5
Name: Ogden | Temperature: -2.4
Name: Roselle | Temperature: -3.5
Name: Park Forest Village | Temperature: 0.2
Name: Northport | Temperature: 7.9
Name: Ottumwa | Temperature: -7.1
Name: Pawtucket | Temperature: -1.0
Name: Perry Hall | Temperature: -273.1
Name: New Canaan | Temperature: 0.7
Name: Nashville-Davidson | Temperature: -273.1
Name: Pinehurst | Temperature: 7.1
Name: Ramapo | Temperature: -1.2
Name: McKinleyville | Temperature: 7.0
Name: Oak Hills Place | Temperature: -273.1
Name: Meadow Woods | Temperature: 11.1
Name: Rotterdam | Temperature: 7.8
Name: Oak Grove | Temperature: 4.1
Name: Prairie du Chien | Temperature: -8.6
Name: North Andrews Gardens | Temperature: 19.1
Name: Roswell | Temperature: 9.9
Name: Pembroke | Temperature: -8.3
Name: Ozark | Temperature: -0.4
Name: Neptune Beach | Temperature: 7.6
Name: Progress | Temperature: 0.8
Name: Oildale | Temperature: 16.2
Name: Ocean City | Temperature: 2.6
Name: Quakertown | Temperature: -1.7
Name: Uniondale | Temperature: 1.3
Name: Olean | Temperature: -3.3
Name: Nashua | Temperature: -1.4
Name: North Adams | Temperature: -3.0
Name: Melbourne | Temperature: 13.5
Name: Medina | Temperature: 13.0
Name: North Tonawanda | Temperature: -1.8
Name: Prior Lake | Temperature: -15.7
Name: Placentia | Temperature: 1.6
Name: North Marysville | Temperature: -273.1
Name: Mount Pleasant | Temperature: 10.2
Name: Plainview | Temperature: 0.9
Name: Owasso | Temperature: 2.2
Name: Oak Hill | Temperature: -273.1
Name: St. Joseph | Temperature: -3.1
Name: Orrville | Temperature: -0.2
Name: Pompey | Temperature: 4.1
Name: Pickerington | Temperature: 1.3
Name: Marquette | Temperature: -10.7
Name: North Bellmore | Temperature: 1.3
Name: Plantation | Temperature: 19.1
Name: Paramount | Temperature: 17.9
Name: Pomona | Temperature: 15.8
Name: Odenton | Temperature: -0.2
Name: Ojai | Temperature: 15.7
Name: North Lauderdale | Temperature: 19.1
Name: Richfield | Temperature: -14.0
Name: Walnut | Temperature: 16.1
Name: Vinings | Temperature: 10.1
Name: Oak Harbor | Temperature: -273.1
Name: Price | Temperature: -1.0
Name: Ocean Pines | Temperature: 1.6
Name: New Castle | Temperature: 0.9
Name: Pepper Pike | Temperature: -1.5
Name: Orchard Mesa | Temperature: 0.1
Name: Pawling | Temperature: -1.4
Name: Richland | Temperature: 0.0
Name: Palmyra | Temperature: 6.5
Name: Princeton | Temperature: 16.8
Name: North Branford | Temperature: 0.2
Name: Rice Lake | Temperature: -17.0
Name: Plattsmouth | Temperature: -4.1
Name: Plymouth | Temperature: -0.7
Name: Rosemount | Temperature: -14.7
Name: Oceanside | Temperature: 16.6
Name: Marlton | Temperature: -0.2
Name: Perry | Temperature: 2.5
Name: Page | Temperature: 3.5
Name: Roy | Temperature: -2.2
Name: Sanford | Temperature: 11.6
Name: Parkland | Temperature: 2.4
Name: New Albany | Temperature: 4.3
Name: Racine | Temperature: -6.4
Name: Sayville | Temperature: -0.1
Name: Oxford | Temperature: 10.2
Name: Prospect | Temperature: 31.7
Name: River Edge | Temperature: 0.3
Name: Scarborough | Temperature: 10.2
Name: Pearl | Temperature: 10.6
Name: Payette | Temperature: -1.9
Name: Palatka | Temperature: 6.5
Name: Odessa | Temperature: -5.0
Name: Ozark | Temperature: -0.4
Name: Plum | Temperature: 0.5
Name: Perkasie | Temperature: -1.5
Name: Old Town | Temperature: 3.1
Name: Newark | Temperature: 1.6
Name: Picnic Point-North Lynnwood | Temperature: -273.1
Name: Owosso | Temperature: -5.3
Name: Port Clinton | Temperature: -1.7
Name: Oldsmar | Temperature: 12.7
Name: Roxboro | Temperature: 3.2
Name: Palmetto | Temperature: 12.7
Name: Plano | Temperature: 10.2
Name: Pelham | Temperature: 8.2
Name: Walnut Park | Temperature: 17.3
Name: South Lyon | Temperature: -3.8
Name: Santa Cruz | Temperature: 20.0
Name: New Rochelle | Temperature: 2.1
Name: Ramona | Temperature: 15.9
Name: North Laurel | Temperature: -0.8
Name: New Orleans | Temperature: 13.7
Name: Shawangunk | Temperature: -273.1
Name: Vinton | Temperature: 4.1
Name: North Fair Oaks | Temperature: 12.0
Name: Parkville | Temperature: 0.7
Name: Palmer | Temperature: -2.1
Name: Old Forge | Temperature: -0.3
Name: Pomfret | Temperature: -0.8
Name: Peoria | Temperature: -3.9
Name: Patchogue | Temperature: -0.1
Name: Rancho Cordova | Temperature: 11.7
Name: Redan | Temperature: 10.7
Name: Sartell | Temperature: -18.0
Name: Sacramento | Temperature: 11.9
Name: Ridgefield | Temperature: 1.9
Name: Rumson | Temperature: 1.1
Name: Olivehurst | Temperature: 11.7
Name: Richmond | Temperature: 1.4
Name: Picture Rocks | Temperature: 18.5
Name: Port Jervis | Temperature: -2.8
Name: Putnam | Temperature: 5.9
Name: Valparaiso | Temperature: 15.0
Name: Springdale | Temperature: 0.1
Name: Richmond | Temperature: 1.4
Name: Okolona | Temperature: 4.2
Name: Richmond | Temperature: 1.4
Name: Oxford | Temperature: 10.2
Name: New Territory | Temperature: 15.8
Name: Waterbury | Temperature: -1.7
Name: Pearl City | Temperature: 23.5
Name: Pacifica | Temperature: 13.9
Name: Riviera Beach | Temperature: 17.4
Name: Vernon | Temperature: -0.3
Name: Perry | Temperature: 2.5
Name: Oxford | Temperature: 10.2
Name: Costa Mesa | Temperature: 17.2
Name: Pleasant Hills | Temperature: -273.1
Name: Port Lavaca | Temperature: 17.7
Name: Pontiac | Temperature: -4.1
Name: Roseville | Temperature: 11.6
Name: South Miami Heights | Temperature: -273.1
Name: Palestine | Temperature: 9.1
Name: Piedmont | Temperature: 13.0
Name: Safety Harbor | Temperature: -273.1
Name: Rochester Hills | Temperature: -273.1
Name: Pompano Beach Highlands | Temperature: -273.1
Name: New Hartford | Temperature: -273.1
Name: Richland Hills | Temperature: -273.1
Name: Pampa | Temperature: -2.1
Name: Perry Heights | Temperature: -273.1
Name: Quincy | Temperature: 0.1
Name: Palos Heights | Temperature: -273.1
Name: Oxford | Temperature: 10.2
Name: Walnut Grove | Temperature: 5.6
Name: Temecula | Temperature: 13.9
Name: Parkway-South Sacramento | Temperature: -273.1
Name: St. Charles | Temperature: 2.6
Name: Pembroke Pines | Temperature: 17.5
Name: Waterford | Temperature: -4.5
Name: Rosemont | Temperature: 11.8
Name: North Port | Temperature: 12.1
Name: Walpole | Temperature: -1.6
Name: Scarsdale | Temperature: 1.1
Name: Palmetto Estates | Temperature: 16.0
Name: Pico Rivera | Temperature: 17.7
Name: Palmyra | Temperature: 6.5
Name: West Warwick | Temperature: -0.2
Name: New Smyrna Beach | Temperature: 8.8
Name: Tecumseh | Temperature: -3.3
Name: Sutton | Temperature: 9.7
Name: Shirley | Temperature: 11.1
Name: Springfield | Temperature: -0.4
Name: Prairie Ridge | Temperature: 1.9
Name: Pontiac | Temperature: -4.1
Name: Plymouth | Temperature: -0.7
Name: Santa Ana | Temperature: 16.9
Name: Plymouth | Temperature: -0.7
Name: Shelby | Temperature: 3.7
Name: Oelwein | Temperature: -13.5
Name: Powder Springs | Temperature: 9.8
Name: Thomasville | Temperature: 4.2
Name: Southington | Temperature: -1.7
Name: South Milwaukee | Temperature: -7.1
Name: Rittman | Temperature: -0.4
Name: Riverdale | Temperature: 10.7
Name: Rye | Temperature: 1.3
Name: Perryton | Temperature: -5.0
Name: Bloomingdale | Temperature: 9.2
Name: Rifle | Temperature: -6.0
Name: Pleasantville | Temperature: 0.9
Name: Stuttgart | Temperature: 1.6
Name: North Lindenhurst | Temperature: 0.7
Name: Pleasantville | Temperature: 0.9
Name: Saddle Brook | Temperature: 0.4
Name: Ramsey | Temperature: -13.7
Name: Shorewood | Temperature: -2.0
Name: Port Neches | Temperature: 13.6
Name: Perth Amboy | Temperature: 1.1
Name: Punxsutawney | Temperature: -0.5
Name: Old Lyme | Temperature: 0.4
Name: Shiloh | Temperature: 2.0
Name: Sauk Village | Temperature: -1.2
Name: Shorewood | Temperature: -2.0
Name: Smithfield | Temperature: -1.7
Name: Pace | Temperature: 9.0
Name: Pecan Grove | Temperature: 15.8
Name: Pelham | Temperature: 8.2
Name: Shelbyville | Temperature: 5.0
Name: Putnam Valley | Temperature: -2.2
Name: Old Saybrook | Temperature: 0.4
Name: Ridgeland | Temperature: 9.9
Name: Plaistow | Temperature: -1.1
Name: Valley Stream | Temperature: 2.1
Name: Philadelphia | Temperature: 2.0
Name: Roslyn Heights | Temperature: -273.1
Name: San Lorenzo | Temperature: 24.0
Name: Saraland | Temperature: 10.2
Name: Round Lake Beach | Temperature: -4.2
Name: Palisades Park | Temperature: 1.9
Name: Charlotte | Temperature: 9.6
Name: Schererville | Temperature: -1.1
Name: Riverdale | Temperature: 10.7
Name: Pacific Grove | Temperature: 13.4
Name: Santee | Temperature: 16.5
Name: Oxford | Temperature: 10.2
Name: Pell City | Temperature: 9.6
Name: Ridge | Temperature: 0.2
Name: Richmond Heights | Temperature: -273.1
Name: Safford | Temperature: 10.6
Name: Tell City | Temperature: 3.4
Name: Cypress Lake | Temperature: 14.3
Name: Sedona | Temperature: 5.7
Name: Tamiami | Temperature: 16.4
Name: Port Hueneme | Temperature: -273.1
Name: Schaghticoke | Temperature: -1.4
Name: Saginaw | Temperature: -6.3
Name: Statesboro | Temperature: 4.3
Name: Old Orchard Beach | Temperature: -2.2
Name: Pooler | Temperature: 7.4
Name: Scarsdale | Temperature: 1.1
Name: River Oaks | Temperature: 10.5
Name: Shenandoah | Temperature: 12.6
Name: Plaquemine | Temperature: 13.0
Name: Riverton | Temperature: -1.9
Name: Pocahontas | Temperature: 3.9
Name: Prien | Temperature: 12.5
Name: Offutt AFB | Temperature: -273.1
Name: Shelton | Temperature: 0.2
Name: Tolland | Temperature: -2.2
Name: Seneca Falls | Temperature: -1.8
Name: Palm City | Temperature: 13.5
Name: Port Orchard | Temperature: 3.6
Name: Pennsville | Temperature: 0.5
Name: Wauconda | Temperature: -4.5
Name: Pocatello | Temperature: -5.3
Name: Rock Falls | Temperature: -5.9
Name: Peru | Temperature: 0.6
Name: Richton Park | Temperature: -1.7
Name: Camillus | Temperature: -2.3
Name: Ruskin | Temperature: 11.8
Name: Warwick | Temperature: -0.1
Name: Petaluma | Temperature: 13.7
Name: Phoenix | Temperature: 19.7
Name: Salem | Temperature: 25.0
Name: Provo | Temperature: -2.0
Name: Waggaman | Temperature: 13.8
Name: Puyallup | Temperature: 2.2
Name: Shelton | Temperature: 0.2
Name: Schertz | Temperature: 9.0
Name: Town 'n' Country | Temperature: 12.4
Name: Richmond Heights | Temperature: -273.1
Name: Richmond | Temperature: 1.4
Name: Pleasure Ridge Park | Temperature: 4.2
Name: Tewksbury | Temperature: -0.9
Name: Olathe | Temperature: 0.3
Name: Waukesha | Temperature: -8.8
Name: Town and Country | Temperature: 2.7
Name: Rancho Mirage | Temperature: 15.3
Name: Rancho Cucamonga | Temperature: 15.2
Name: Waukesha | Temperature: -8.8
Name: Rancho San Diego | Temperature: 16.5
Name: Sarasota Springs | Temperature: 12.0
Name: Tanque Verde | Temperature: 15.8
Name: Sleepy Hollow | Temperature: -273.1
Name: Ramsey | Temperature: -13.7
Name: Redding | Temperature: 12.3
Name: Saline | Temperature: 5.8
Name: Salem | Temperature: 25.0
Name: Riverton-Boulevard Park | Temperature: -273.1
Name: Peoria | Temperature: -3.9
Name: Rocky Mount | Temperature: 6.4
Name: North Miami Beach | Temperature: 17.8
Name: Santa Rosa | Temperature: 25.5
Name: Oxford | Temperature: 10.2
Name: Penfield | Temperature: 32.2
Name: Plant City | Temperature: 10.2
Name: Russellville | Temperature: 3.0
Name: Prunedale | Temperature: 12.6
Name: Santa Barbara | Temperature: 13.1
Name: Port Huron | Temperature: -273.1
Name: St. Louis Park | Temperature: -15.3
Name: Suwanee | Temperature: 10.5
Name: Wagoner | Temperature: -0.1
Name: Prichard | Temperature: 10.1
Name: Silver Spring | Temperature: 1.7
Name: Saratoga Springs | Temperature: -1.9
Name: Riverhead | Temperature: -1.3
Name: Tappan | Temperature: 0.2
Name: Marshall | Temperature: 6.8
Name: Palm Beach | Temperature: 15.4
Name: Round Lake Park | Temperature: -4.3
Name: Wasco | Temperature: 12.4
Name: Violet | Temperature: 12.8
Name: Portage | Temperature: -0.7
Name: Palm Coast | Temperature: 7.4
Name: Rubidoux | Temperature: 14.2
Name: Salinas | Temperature: 12.4
Name: Portland | Temperature: 4.0
Name: Tarboro | Temperature: 7.0
Name: Princeton | Temperature: 16.8
Name: Blooming Grove | Temperature: -1.0
Name: Shepherdsville | Temperature: 3.0
Name: Pryor Creek | Temperature: 0.0
Name: Shreveport | Temperature: 10.2
Name: Princeton | Temperature: 16.8
Name: Saratoga | Temperature: -2.3
Name: Plymouth Township | Temperature: -273.1
Name: South Yarmouth | Temperature: 0.1
Name: West Springfield | Temperature: -1.7
Name: Redding | Temperature: 12.3
Name: Portales | Temperature: -0.3
Name: Vero Beach | Temperature: 11.4
Name: Royalton | Temperature: -18.4
Name: Ringwood | Temperature: -1.3
Name: Riverside | Temperature: 16.0
Name: Sault Ste. Marie | Temperature: -10.0
Name: San Diego Country Estates | Temperature: 11.7
Name: Palm River-Clair Mel | Temperature: 11.5
Name: Ross Township | Temperature: 0.5
Name: Rayne | Temperature: 11.9
Name: Tomah | Temperature: -11.7
Name: Silver City | Temperature: 1.5
Name: Summit | Temperature: -0.9
Name: Rensselaer | Temperature: -1.1
Name: Portland | Temperature: 4.0
Name: Port Washington | Temperature: 2.5
Name: Suamico | Temperature: -10.2
Name: Watervliet | Temperature: -1.4
Name: Shiloh | Temperature: 2.0
Name: Ridgecrest | Temperature: 11.6
Name: Valrico | Temperature: 9.1
Name: Bloomington | Temperature: -14.4
Name: Peru | Temperature: 0.6
Name: Peru | Temperature: 0.6
Name: Shively | Temperature: 4.2
Name: St. Martin | Temperature: 24.9
Name: Pedley | Temperature: 14.6
Name: Riverton | Temperature: -1.9
Name: Portsmouth | Temperature: 9.4
Name: Portland | Temperature: 4.0
Name: Sausalito | Temperature: 14.0
Name: Savage-Guilford | Temperature: -273.1
Name: Saginaw | Temperature: -6.3
Name: Shelbyville | Temperature: 5.0
Name: Rock Hill | Temperature: -273.1
Name: Pahrump | Temperature: 8.9
Name: Sarasota | Temperature: 12.2
Name: Schiller Park | Temperature: -2.7
Name: Riverbank | Temperature: 11.4
Name: Signal Hill | Temperature: -273.1
Name: Rockwall | Temperature: 10.5
Name: Port Orange | Temperature: 8.9
Name: Hernando | Temperature: 6.8
Name: Seguin | Temperature: 10.1
Name: Palmview South | Temperature: 20.1
Name: Show Low | Temperature: 0.3
Name: Pepperell | Temperature: -1.0
Name: Ruidoso | Temperature: -3.7
Name: Sherwood | Temperature: 6.2
Name: Royal Palm Beach | Temperature: 18.2
Name: South Miami | Temperature: 17.6
Name: Renton | Temperature: 3.5
Name: Pewaukee | Temperature: -8.7
Name: Vernon | Temperature: -0.3
Name: Riverside | Temperature: 16.0
Name: Riverside | Temperature: 16.0
Name: South Holland | Temperature: -273.1
Name: River Falls | Temperature: -15.0
Name: Plymouth | Temperature: -0.7
Name: Summit | Temperature: -0.9
Name: Rye | Temperature: 1.3
Name: Perry | Temperature: 2.5
Name: Plymouth | Temperature: -0.7
Name: Salem | Temperature: 25.0
Name: Ramblewood | Temperature: 0.9
Name: Oxnard | Temperature: 15.9
Name: Washington | Temperature: -1.0
Name: Pulaski | Temperature: 5.4
Name: Reading | Temperature: 10.0
Name: Palos Hills | Temperature: -273.1
Name: Salisbury | Temperature: 10.3
Name: West Helena | Temperature: -273.1
Name: Roseville | Temperature: 11.6
Name: Portland | Temperature: 4.0
Name: Riverside | Temperature: 16.0
Name: Portsmouth | Temperature: 9.4
Name: Port St. John | Temperature: -273.1
Name: Portsmouth | Temperature: 9.4
Name: Richmond Hill | Temperature: -273.1
Name: Washington | Temperature: -1.0
Name: Portage | Temperature: -0.7
Name: Princeton | Temperature: 16.8
Name: Port Washington | Temperature: 2.5
Name: Ridgeway | Temperature: -6.1
Name: San Jose | Temperature: 12.0
Name: Poinciana | Temperature: 11.4
Name: Shirley | Temperature: 11.1
Name: Sidney | Temperature: 21.4
Name: Murphysboro | Temperature: 2.7
Name: Smithfield | Temperature: -1.7
Name: Republic | Temperature: -0.1
Name: Reading | Temperature: 10.0
Name: West Springfield | Temperature: -1.7
Name: Rosemead | Temperature: 15.1
Name: Poteau | Temperature: 5.4
Name: Port St. Lucie | Temperature: 13.9
Name: Rochester | Temperature: -2.2
Name: Palm Beach Gardens | Temperature: 15.9
Name: Rochester | Temperature: -2.2
Name: Oyster Bay | Temperature: 1.3
Name: Thompsonville | Temperature: -1.1
Name: Stafford | Temperature: 9.8
Name: Robinson | Temperature: 10.0
Name: Senatobia | Temperature: 6.8
Name: Tonawanda | Temperature: -1.8
Name: Salisbury | Temperature: 10.3
Name: Redford | Temperature: -2.9
Name: Scottsbluff | Temperature: -2.1
Name: Sebring | Temperature: 11.0
Name: Shrewsbury | Temperature: 10.5
Name: Smithfield | Temperature: -1.7
Name: Point Pleasant | Temperature: 1.2
Name: Pueblo West | Temperature: -5.8
Name: Silverton | Temperature: 3.2
Name: Rialto | Temperature: 13.9
Name: Newport | Temperature: 10.5
Name: Portage | Temperature: -0.7
Name: Scranton | Temperature: -0.6
Name: Wahpeton | Temperature: -18.2
Name: Port Jefferson | Temperature: 0.4
Name: Selah | Temperature: -0.2
Name: Scottsdale | Temperature: 19.6
Name: Pensacola | Temperature: 9.0
Name: Wahiawa | Temperature: 22.9
Name: Raymondville | Temperature: 19.4
Name: Santa Clarita | Temperature: 13.4
Name: Red Wing | Temperature: -14.7
Name: Washington | Temperature: -1.0
Name: Townsend | Temperature: -0.7
Name: Rohnert Park | Temperature: 14.1
Name: Sappington | Temperature: 2.7
Name: Salina | Temperature: -3.0
Name: Stafford | Temperature: 9.8
Name: Texarkana | Temperature: 10.1
Name: Savannah | Temperature: 7.3
Name: Marrero | Temperature: 13.7
Name: Rancho Santa Margarita | Temperature: 16.6
Name: River Rouge | Temperature: -2.1
Name: Stephenville | Temperature: 9.3
Name: Smyrna | Temperature: 10.0
Name: Rodeo | Temperature: 12.5
Name: Winchester | Temperature: 9.8
Name: Sherman | Temperature: 8.9
Name: Redondo Beach | Temperature: 17.3
Name: Riverview | Temperature: 11.3
Name: Randolph | Temperature: 6.9
Name: Roanoke | Temperature: 3.7
Name: Petoskey | Temperature: -7.5
Name: Reston | Temperature: -0.4
Name: Tarpon Springs | Temperature: 12.6
Name: Rolla | Temperature: 1.5
Name: Smithfield | Temperature: -1.7
Name: Putnam District | Temperature: -273.1
Name: San Fernando | Temperature: 29.0
Name: West Springfield | Temperature: -1.7
Name: Sand Springs | Temperature: 2.0
Name: Rancho Palos Verdes | Temperature: 17.4
Name: Scotch Plains | Temperature: -0.1
Name: Somers | Temperature: -5.0
Name: Redlands | Temperature: 11.5
Name: Red Oak | Temperature: 11.0
Name: Raritan | Temperature: -2.3
Name: Summit Park | Temperature: -2.8
Name: Cortez | Temperature: -3.5
Name: Salt Lake City | Temperature: -2.4
Name: Southport | Temperature: 10.4
Name: Siloam Springs | Temperature: 0.8
Name: Revere | Temperature: 0.0
Name: Savage | Temperature: -15.7
Name: Rochester | Temperature: -2.2
Name: Scriba | Temperature: -2.0
Name: Sioux City | Temperature: -8.0
Name: Scottdale | Temperature: 10.4
Name: Selden | Temperature: 0.0
Name: Monrovia | Temperature: 24.0
Name: Slidell | Temperature: 11.2
Name: Spring Creek | Temperature: -3.7
Name: Rye Brook | Temperature: 1.3
Name: Somers Point | Temperature: 2.5
Name: Southlake | Temperature: 10.4
Name: San Dimas | Temperature: 15.4
Name: Sheridan | Temperature: -7.0
Name: Rumford | Temperature: -8.8
Name: Redwood City | Temperature: 12.1
Name: South Whittier | Temperature: 17.7
Name: Rochester | Temperature: -2.2
Name: Red Bank | Temperature: 1.0
Name: Ruston | Temperature: 10.0
Name: Sikeston | Temperature: 2.5
Name: Snellville | Temperature: 10.9
Name: Shiprock | Temperature: -1.3
Name: Scottsboro | Temperature: 7.4
Name: Tarrant | Temperature: 10.8
Name: Rutherford | Temperature: 5.7
Name: Rock Island | Temperature: -6.7
Name: Secaucus | Temperature: 1.6
Name: Saugus | Temperature: 0.0
Name: Picayune | Temperature: 10.2
Name: River Grove | Temperature: -2.5
Name: San Juan | Temperature: 26.1
Name: Rolling Meadows | Temperature: -3.7
Name: South Portland | Temperature: -2.1
Name: Savannah | Temperature: 7.3
Name: Wakefield | Temperature: 10.4
Name: Pukalani | Temperature: 21.1
Name: Westminster | Temperature: -4.2
Name: Sand Lake | Temperature: -6.3
Name: Reading | Temperature: 10.0
Name: Thompson | Temperature: -18.0
Name: Sierra Madre | Temperature: 15.1
Name: Waianae | Temperature: 23.2
Name: Salem | Temperature: 25.0
Name: Rock Springs | Temperature: -8.0
Name: Richmond | Temperature: 1.4
Name: Blue Springs | Temperature: 0.5
Name: Raynham | Temperature: -1.8
Name: Scituate | Temperature: -0.3
Name: Sioux Falls | Temperature: -11.4
Name: San Clemente | Temperature: 17.1
Name: Swansea | Temperature: 10.0
Name: Waihee-Waiehu | Temperature: 22.0
Name: Plymouth | Temperature: -0.7
Name: Wellesley | Temperature: -0.5
Name: South Oroville | Temperature: 13.5
Name: San Benito | Temperature: 9.6
Name: Village Green-Green Ridge | Temperature: 1.0
Name: Chaska | Temperature: -15.7
Name: Sedro-Woolley | Temperature: 5.2
Name: Red Bank | Temperature: 1.0
Name: Malta | Temperature: 5.0
Name: Raymore | Temperature: 0.5
Name: Wellington | Temperature: 15.8
Name: Security-Widefield | Temperature: -6.7
Name: St. Cloud | Temperature: 11.1
Name: South River | Temperature: 0.7
Name: Rocky Hill | Temperature: -273.1
Name: Skokie | Temperature: -2.7
Name: Shrewsbury | Temperature: 10.5
Name: South Williamsport | Temperature: -1.8
Name: St. Cloud | Temperature: 11.1
Name: Silvis | Temperature: -7.1
Name: Saugerties | Temperature: -1.8
Name: Roseland | Temperature: 13.7
Name: Stoneham | Temperature: -0.1
Name: Rexburg | Temperature: -13.0
Name: Sycamore | Temperature: -3.9
Name: Saginaw Township South | Temperature: -273.1
Name: Solon | Temperature: -1.8
Name: Rib Mountain | Temperature: -13.1
Name: Sherrelwood | Temperature: -4.1
Name: Schaumburg | Temperature: -3.9
Name: San Elizario | Temperature: 6.4
Name: Southborough | Temperature: -1.3
Name: Smiths | Temperature: 10.1
Name: Wellington | Temperature: 15.8
Name: Stonegate | Temperature: -3.9
Name: Southside | Temperature: 9.1
Name: Redlands | Temperature: 11.5
Name: Scotts Valley | Temperature: 13.1
Name: Seven Hills | Temperature: -273.1
Name: Potsdam | Temperature: 3.5
Name: South St. Paul | Temperature: -273.1
Name: Seagoville | Temperature: 10.7
Name: Sellersburg | Temperature: 4.4
Name: Rocklin | Temperature: 11.6
Name: Salisbury | Temperature: 10.3
Name: Rockcreek | Temperature: 3.7
Name: Newport | Temperature: 10.5
Name: Randolph | Temperature: 6.9
Name: Somerset | Temperature: -2.3
Name: Sandalfoot Cove | Temperature: 19.1
Name: Union City | Temperature: 12.8
Name: West Valley | Temperature: -0.1
Name: Salem | Temperature: 25.0
Name: Washington | Temperature: -1.0
Name: Taylor Mill | Temperature: 2.9
Name: Swanton | Temperature: -2.2
Name: Wauwatosa | Temperature: -7.6
Name: Salem | Temperature: 25.0
Name: Siler City | Temperature: 5.6
Name: Staunton | Temperature: -1.1
Name: Riverview | Temperature: 11.3
Name: Tecumseh | Temperature: -3.3
Name: Rhinelander | Temperature: -15.2
Name: Ridgefield Park | Temperature: 1.8
Name: San Ramon | Temperature: 11.2
Name: Syracuse | Temperature: 6.4
Name: Somerset | Temperature: -2.3
Name: Pharr | Temperature: 20.3
Name: Troy | Temperature: -3.3
Name: Sweden | Temperature: -6.0
Name: Southbridge | Temperature: -2.6
Name: Sterling | Temperature: -1.0
Name: Radcliff | Temperature: 3.4
Name: Salamanca | Temperature: 4.5
Name: Roma | Temperature: -2.0
Name: Tonawanda | Temperature: -1.8
Name: Seymour | Temperature: 2.6
Name: Springdale | Temperature: 0.1
Name: Riverdale Park | Temperature: 1.8
Name: Washington | Temperature: -1.0
Name: Rossmoor | Temperature: 17.7
Name: Raytown | Temperature: 0.7
Name: Sandwich | Temperature: -2.6
Name: Sauk Rapids | Temperature: -18.0
Name: Toppenish | Temperature: 1.1
Name: Southampton | Temperature: 9.3
Name: Somers | Temperature: -5.0
Name: Steamboat Springs | Temperature: -11.1
Name: South Valley | Temperature: 0.7
Name: Union Hill-Novelty Hill | Temperature: -273.1
Name: Springfield | Temperature: -0.4
Name: Sanford | Temperature: 11.6
Name: Sidney | Temperature: 21.4
Name: Simpsonville | Temperature: 9.0
Name: Springfield | Temperature: -0.4
Name: Warwick | Temperature: -0.1
Name: Spanish Fork | Temperature: -2.0
Name: Stamford | Temperature: 0.9
Name: Moorestown-Lenola | Temperature: 1.0
Name: Ken Caryl | Temperature: -3.0
Name: Sterling | Temperature: -1.0
Name: West Haven-Sylvan | Temperature: -273.1
Name: Saks | Temperature: 10.2
Name: Malone | Temperature: -6.0
Name: Springdale | Temperature: 0.1
Name: Rockland | Temperature: -1.3
Name: West Hollywood | Temperature: -273.1
Name: South Hadley | Temperature: -273.1
Name: Redmond | Temperature: 3.1
Name: Reno | Temperature: -0.4
Name: Stony Point | Temperature: -1.2
Name: Topsfield | Temperature: -0.4
Name: Tyngsborough | Temperature: -273.1
Name: Springfield | Temperature: -0.4
Name: Seward | Temperature: -4.3
Name: Washington | Temperature: -1.0
Name: Springfield | Temperature: -0.4
Name: Sanford | Temperature: 11.6
Name: Shaker Heights | Temperature: -273.1
Name: Sudbury | Temperature: -17.7
Name: Setauket-East Setauket | Temperature: 0.5
Name: Redmond | Temperature: 3.1
Name: Troy | Temperature: -3.3
Name: Virginia Beach | Temperature: 6.2
Name: Roanoke | Temperature: 3.7
Name: Upland | Temperature: 15.4
Name: San Anselmo | Temperature: 13.1
Name: Scott Lake | Temperature: 17.5
Name: Sebastopol | Temperature: -2.2
Name: Phelps | Temperature: 1.7
Name: Potsdam | Temperature: 3.5
Name: Wenatchee | Temperature: -0.6
Name: San Antonio | Temperature: 9.4
Name: Washington | Temperature: -1.0
Name: Springfield | Temperature: -0.4
Name: Upper Saddle River | Temperature: -0.9
Name: Moody | Temperature: 8.6
